Ethnicity,Gender,Derived Residency,College,Headcounts,Academic_Yr,('Admitted')
Chicano/Latino,Decline to State,Out of State Domestic,Clg of Letters & Science,,2011-12,(Admitted)
Chicano/Latino,Decline to State,Out of State Domestic,Clg of Letters & Science,,2012-13,(Admitted)
Chicano/Latino,Decline to State,Out of State Domestic,Clg of Letters & Science,1,2014-15,(Admitted)
Chicano/Latino,Decline to State,Out of State Domestic,Clg of Letters & Science,,2015-16,(Admitted)
Chicano/Latino,Decline to State,Out of State Domestic,Clg of Letters & Science,0,2016-17,(Admitted)
Chicano/Latino,Decline to State,Out of State Domestic,Clg of Letters & Science,0,2017-18,(Admitted)
Chicano/Latino,Decline to State,Out of State Domestic,Clg of Natural Resources,1,2014-15,(Admitted)
Chicano/Latino,Decline to State,Out of State Domestic,Clg of Natural Resources,,2015-16,(Admitted)
Chicano/Latino,Decline to State,Out of State Domestic,Clg of Natural Resources,1,2016-17,(Admitted)
Chicano/Latino,Decline to State,Out of State Domestic,Clg of Natural Resources,0,2017-18,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Chemistry,9,1996-97,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Chemistry,10,1997-98,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Chemistry,7,1998-99,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Chemistry,8,1999-00,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Chemistry,13,2000-01,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Chemistry,16,2001-02,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Chemistry,5,2002-03,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Chemistry,4,2003-04,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Chemistry,8,2004-05,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Chemistry,10,2005-06,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Chemistry,21,2006-07,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Chemistry,8,2007-08,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Chemistry,19,2008-09,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Chemistry,14,2009-10,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Chemistry,10,2010-11,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Chemistry,7,2011-12,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Chemistry,10,2012-13,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Chemistry,14,2013-14,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Chemistry,16,2014-15,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Chemistry,20,2015-16,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Chemistry,18,2016-17,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Chemistry,0,2017-18,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Engineering,23,1996-97,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Engineering,24,1997-98,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Engineering,12,1998-99,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Engineering,16,1999-00,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Engineering,11,2000-01,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Engineering,25,2001-02,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Engineering,7,2002-03,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Engineering,11,2003-04,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Engineering,17,2004-05,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Engineering,26,2005-06,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Engineering,31,2006-07,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Engineering,39,2007-08,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Engineering,40,2008-09,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Engineering,31,2009-10,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Engineering,24,2010-11,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Engineering,18,2011-12,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Engineering,24,2012-13,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Engineering,26,2013-14,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Engineering,33,2014-15,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Engineering,43,2015-16,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Engineering,37,2016-17,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Engineering,0,2017-18,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Environmental Design,12,1996-97,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Environmental Design,7,1997-98,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Environmental Design,8,1998-99,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Environmental Design,11,1999-00,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Environmental Design,11,2000-01,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Environmental Design,12,2001-02,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Environmental Design,12,2002-03,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Environmental Design,16,2003-04,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Environmental Design,23,2004-05,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Environmental Design,29,2005-06,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Environmental Design,16,2006-07,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Environmental Design,30,2007-08,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Environmental Design,17,2008-09,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Environmental Design,22,2009-10,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Environmental Design,21,2010-11,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Environmental Design,23,2011-12,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Environmental Design,27,2012-13,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Environmental Design,12,2013-14,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Environmental Design,20,2014-15,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Environmental Design,21,2015-16,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Environmental Design,15,2016-17,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Environmental Design,0,2017-18,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Letters & Science,752,1996-97,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Letters & Science,722,1997-98,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Letters & Science,396,1998-99,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Letters & Science,500,1999-00,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Letters & Science,572,2000-01,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Letters & Science,679,2001-02,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Letters & Science,641,2002-03,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Letters & Science,669,2003-04,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Letters & Science,615,2004-05,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Letters & Science,666,2005-06,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Letters & Science,754,2006-07,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Letters & Science,758,2007-08,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Letters & Science,804,2008-09,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Letters & Science,833,2009-10,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Letters & Science,766,2010-11,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Letters & Science,793,2011-12,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Letters & Science,842,2012-13,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Letters & Science,854,2013-14,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Letters & Science,932,2014-15,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Letters & Science,828,2015-16,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Letters & Science,940,2016-17,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Letters & Science,0,2017-18,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Natural Resources,22,1996-97,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Natural Resources,38,1997-98,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Natural Resources,34,1998-99,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Natural Resources,25,1999-00,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Natural Resources,31,2000-01,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Natural Resources,42,2001-02,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Natural Resources,20,2002-03,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Natural Resources,46,2003-04,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Natural Resources,45,2004-05,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Natural Resources,45,2005-06,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Natural Resources,70,2006-07,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Natural Resources,57,2007-08,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Natural Resources,69,2008-09,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Natural Resources,84,2009-10,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Natural Resources,74,2010-11,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Natural Resources,98,2011-12,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Natural Resources,97,2012-13,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Natural Resources,74,2013-14,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Natural Resources,105,2014-15,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Natural Resources,89,2015-16,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Natural Resources,97,2016-17,(Admitted)
Chicano/Latino,Female,CA Resident,Clg of Natural Resources,0,2017-18,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Chemistry,2,1996-97,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Chemistry,,1997-98,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Chemistry,2,1998-99,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Chemistry,,1999-00,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Chemistry,2,2001-02,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Chemistry,1,2002-03,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Chemistry,2,2003-04,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Chemistry,,2004-05,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Chemistry,,2005-06,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Chemistry,,2006-07,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Chemistry,,2007-08,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Chemistry,1,2008-09,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Chemistry,,2009-10,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Chemistry,6,2010-11,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Chemistry,4,2011-12,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Chemistry,5,2012-13,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Chemistry,5,2013-14,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Chemistry,,2014-15,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Chemistry,6,2015-16,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Chemistry,11,2016-17,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Chemistry,0,2017-18,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Engineering,5,1996-97,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Engineering,2,1997-98,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Engineering,1,1998-99,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Engineering,1,1999-00,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Engineering,,2000-01,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Engineering,,2001-02,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Engineering,2,2002-03,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Engineering,1,2003-04,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Engineering,,2004-05,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Engineering,1,2005-06,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Engineering,,2006-07,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Engineering,1,2007-08,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Engineering,1,2008-09,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Engineering,2,2009-10,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Engineering,6,2010-11,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Engineering,8,2011-12,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Engineering,2,2012-13,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Engineering,4,2013-14,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Engineering,4,2014-15,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Engineering,11,2015-16,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Engineering,3,2016-17,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Engineering,0,2017-18,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Environmental Design,,1996-97,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Environmental Design,2,1997-98,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Environmental Design,,1998-99,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Environmental Design,1,1999-00,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Environmental Design,2,2000-01,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Environmental Design,1,2001-02,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Environmental Design,2,2002-03,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Environmental Design,,2003-04,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Environmental Design,2,2004-05,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Environmental Design,1,2005-06,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Environmental Design,,2006-07,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Environmental Design,1,2007-08,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Environmental Design,2,2008-09,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Environmental Design,2,2009-10,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Environmental Design,2,2010-11,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Environmental Design,,2011-12,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Environmental Design,1,2012-13,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Environmental Design,6,2013-14,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Environmental Design,3,2014-15,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Environmental Design,6,2015-16,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Environmental Design,1,2016-17,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Environmental Design,0,2017-18,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Letters & Science,20,1996-97,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Letters & Science,13,1997-98,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Letters & Science,18,1998-99,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Letters & Science,20,1999-00,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Letters & Science,18,2000-01,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Letters & Science,19,2001-02,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Letters & Science,15,2002-03,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Letters & Science,13,2003-04,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Letters & Science,23,2004-05,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Letters & Science,19,2005-06,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Letters & Science,19,2006-07,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Letters & Science,24,2007-08,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Letters & Science,17,2008-09,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Letters & Science,8,2009-10,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Letters & Science,40,2010-11,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Letters & Science,61,2011-12,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Letters & Science,68,2012-13,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Letters & Science,84,2013-14,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Letters & Science,77,2014-15,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Letters & Science,79,2015-16,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Letters & Science,68,2016-17,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Letters & Science,0,2017-18,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Natural Resources,3,1996-97,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Natural Resources,,1997-98,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Natural Resources,1,1998-99,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Natural Resources,1,1999-00,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Natural Resources,,2000-01,(Admitted)
Chicano/Latino,Female,Out of State Domestic,Clg of Natural Resources,3,2001-02,(Admitted)
